index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Bladebuckle	116	0	1			0	1	39	20	3hb	Girdle		5	5000	dyel	dyel						sock		1	1	tinkerflag2		25	35	thorns		8	8	ac		30	30	red-dmg		3	3	str		5	5	dex		10	10	ac%		80	100	balance2		30	30														0
Nokozan Relic	117	0	1			0	1	14	10	au9	Amulet		5	5000	lgld							sock		1	1	allskills		1	1	dmg-fire		3	6	res-fire-max		10	10	res-fire		50	50	light		3	3	balance2		20	20																						0
The Eye of Etlich	118	0	1			0	1	20	15	au9	Amulet		5	5000	dgld							sock		1	1	allskills		1	1	ac-miss		10	40	light		1	5	allskills		1	1	lifesteal		3	7	cold-min		1	2	cold-max		3	5	cold-len		50	250														0
The Mahim-Oak Curio	119	0	1			0	1	34	25	au9	Amulet		5	5000	lpur							sock		1	1	allskills		1	1	dex		10	10	str		10	10	enr		10	10	vit		10	10	ac		10	10	att%		10	10	res-all		10	10	ac%		10	10										0
Nagelring	120	0	1			0	1	10	7	rn9	Ring		5	5000	dpur							sock		1	1	allskills		1	1	red-mag		3	3	thorns		3	3	att		50	75	mag%		15	30																										0
Manald Heal	121	0	1			0	1	20	15	rn9	Ring		5	5000	oran							sock		1	1	allskills		1	1	manasteal		4	7	regen		5	8	hp		20	20	regen-mana		20	20																										0
The Stone of Jordan	122	0	1			0	1	39	29	rn9	Ring		5	5000	whit							sock		1	1	allskills		2	2	mana		20	20	mana%		25	25	ltng-min		1	1	ltng-max		12	12																										0
Amulet of the Viper	123	0	1			0	1	0	0	vip	Amulet		5	5000	lgry							mana		10	10	res-pois		25	25	hp		10	10																																						0
Staff of Kings	124	0	1			0	1	0	0	msf	Staff		5	5000	dgry							res-all		10	10	swing3		50	50																																										0
Horadric Staff	125	0	1			0	1	0	0	hst	Staff		5	5000	blac							mana		10	10	res-pois		25	25	hp		10	10	res-all		10	10	swing3		50	50																														0
Hell Forge Hammer	126	0	1			0	1	0	0	hfh	Hammer		5	5000	cred							fire-min		5	5	fire-max		20	20	res-fire		40	40	ac		35	35																																		0
KhalimFlail	127	0	1			0	1	0	0	qf1	Flail		5	5000	dblu							ltng-min		1	1	ltng-max		20	20	swing3		50	50	att		40	40																																		0
SuperKhalimFlail	128	0	1			0	1	0	0	qf2	Flail		5	5000	dblu							ltng-min		1	1	ltng-max		40	40	swing3		50	50	att		40	40	manasteal		6	6	lifesteal		6	6																										0
Expansion																																																																							0
Coldkill	129	100	1			0	1	44	25	q00	Hatchet		5	5000	cblu	cblu						sock		2	2	tinkerflag2		25	35	dmg-cold	50	40	40	res-cold		15	15	res-cold-max		15	15	swing3		30	30	hit-skill	Ice Blast	10	10	gethit-skill	Frost Nova	10	5	dmg%		150	190														0
Butcher's Pupil	130	100	1			0	1	47	27	q01	Cleaver		5	5000	cblu	cblu						sock		2	2	tinkerflag2		25	35	deadly		35	35	openwounds		25	25	dmg%		150	200	indestruct		1	1	swing3		30	30	dmg-norm		30	50																		0
Islestrike	131	100	1			0	1	51	30	q02	Twin Axe		5	5000								sock		2	2	tinkerflag2		25	35	dru		2	2	str		10	10	dex		10	10	vit		10	10	enr		10	10	ac-miss		50	50	crush		25	25	dmg%		170	190	skill	Fury	1	1	skill	Maul	1	1		0
Pompe's Wrath	132	100	1			0	1	53	31	q03	Crowbill		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	hit-skill	Volcano	4	8	slow		50	50	dmg-fire		35	150	knock		1	1	dmg%		140	170																						0
Guardian Naga	133	100	1			0	1	56	33	q04	Naga		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	Poison Nova	5	8	thorns		15	15	res-pois		30	30	dmg%		150	180	dmg-pois	250	256	256	dmg-max		20	20																		0
Warlord's Trust	134	100	1			0	1	43	24	q05	Military Axe		5	5000	whit	whit						sock		2	2	tinkerflag2		25	35	ac		75	75	regen		20	20	vit/lvl	4			res-all		10	10	rep-dur	25			dmg%		175	175																		0
Spellsteel	135	100	1			0	1	47	27	q06	Bearded Axe		5	5000	whit	whit						sock		2	2	tinkerflag2		25	35	ease		-60	-60	mana		100	100	red-mag		12	15	cast1		10	10	dmg%		165	165	regen-mana		25	25	charged	Teleport	20	1	charged	Decrepify	30	3	charged	Holy Bolt	100	10	charged	Firestorm	60	12		0
Stormrider	136	100	1			0	1	49	28	q07	Tabar		5	5000	lred	lred						sock		2	2	tinkerflag2		25	35	hit-skill	Chain Lightning	5	10	hit-skill	Charged Bolt	10	0	dmg-ltng		1	200	dmg-norm		35	75	dmg%		100	100	dur		50	50	light-thorns		15	15	gethit-skill	Charged Bolt	15	5										0
Boneslayer Blade	137	100	1			0	1	50	29	q08	Gothic Axe		5	5000								sock		2	2	tinkerflag2		25	35	att-und/lvl	10			dmg-und/lvl	20			str		8	8	swing2		20	20	att%		35	35	dmg%		180	220	charged	Holy Bolt	200	20	gethit-skill	Holy Bolt	50	0										0
The Minataur	138	100	1			0	1	53	31	q09	Ancient Axe		5	5000								sock		2	2	tinkerflag2		25	35	stupidity		2	2	half-freeze		1	1	str		15	20	slow		50	50	crush		30	30	dmg-norm		20	30	dmg%		140	200														0
Suicide Branch	139	100	1			0	1	41	23	q10	Burnt Wand		5	5000								sock		2	2	tinkerflag2		25	35	thorns		25	25	cast2		50	50	res-all		10	10	mana%		10	10	hp		40	40	allskills		1	1																		0
Carin Shard	140	100	1			0	1	43	25	q11	Petrified Wand		5	5000	cblu	cblu						sock		2	2	tinkerflag2		25	35	hp/lvl	10			cast2		10	10	mana/lvl	10			balance2		30	30	regen		5	5	nec		1	1	skilltab	8	2	2														0
Arm of King Leoric	141	100	1			0	1	44	25	q12	Tomb Wand		5	5000								sock		2	2	tinkerflag2		25	35	skilltab	8	2	2	gethit-skill	Bone Spirit	5	10	mana/lvl	10			gethit-skill	Bone Prison	10	2	cast1		10	10	skilltab	7	2	2	skill	Terror	2	2	skill	Raise Skeletal Mage	2	2	skill	Skeleton Mastery	3	3	skill	Raise Skeleton	3	3		0
Blackhand Key	142	100	1			0	1	49	34	q13	Grave Wand		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	skilltab	6	1	1	dmg-to-mana		20	20	hp		50	50	light		-2	-2	cast3		30	30	res-fire		37	37	nec		2	2	charged	Howl	30	13										0
Dark Clan Crusher	143	100	1			0	1	42	23	q14	Cudgel		5	5000	dgld	dgld						sock		2	2	tinkerflag2		25	35	dru		2	2	dmg-demon		200	200	att-demon		200	200	dmg%		195	195	att%		20	25	heal-kill		15	15																		0
Zakarum's Hand	144	100	1			0	1	45	25	q15	Rune Scepter		5	5000	lpur	lpur						sock		2	2	tinkerflag2		25	35	manasteal		8	8	ignore-ac		1	1	regen-mana		10	10	regen-stam		15	15	hit-skill	ctcBlizzard	6	5	dmg%		180	220	swing2		30	30	skill	Holy Freeze	2	2	skill	Holy Shock	2	2						0
The Fetid Sprinkler	145	100	1			0	1	46	26	q16	Holy Water Sprinkler		5	5000								sock		2	2	tinkerflag2		25	35	pal		2	2	hit-skill	Decrepify	5	1	hit-skill	Confuse	10	1	dmg-pois	100	409	409	dmg%		160	190	att		150	200	dmg-norm		15	25														0
Hand of Blessed Light	146	100	1			0	1	50	29	q17	Divine Scepter		5	5000	lyel							sock		2	2	tinkerflag2		25	35	pal		2	2	dmg%		130	160	att%		100	100	ac		50	50	regen-mana		15	15	light		4	4	dmg-norm		20	45	skill	Holy Bolt	4	4	skill	Fist of the Heavens	2	2	hit-skill	ctcFist of the Heavens	5	4		0
Fleshrender	147	100	1			0	1	46	26	q18	Barbed Club		5	5000	blac							sock		2	2	tinkerflag2		25	35	openwounds		25	25	noheal		1	1	crush		20	20	deadly		20	20	dmg-norm		35	50	dmg%		130	200	dru		1	1	skilltab	16	2	2	dur		20	20						0
Sureshrill Frost	148	100	1			0	1	47	27	q19	Flanged Mace		5	5000								sock		2	2	tinkerflag2		25	35	dmg-cold	125	63	112	nofreeze		1	1	dmg%		150	180	dmg-norm		5	10	freeze		3	3	charged	Frozen Orb	50	9																		0
Moonfall	149	100	1			0	1	50	29	q20	Jagged Star		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	ctcMeteor	5	6	dmg-fire		55	115	red-mag		9	12	dmg%		120	150	light		2	2	charged	Meteor	60	11	dmg-norm		10	15														0
Baezil's Vortex	150	100	1			0	1	53	31	q21	Knout		5	5000	dblu	dblu						sock		2	2	tinkerflag2		25	35	hit-skill	Nova	5	8	dmg-ltng		1	150	mana		100	100	res-ltng		25	25	dmg%		160	200	swing2		20	20	charged	Nova	80	15														0
Earthshaker	151	100	1			0	1	51	30	q22	Battle Hammer		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	Eruption	5	7	knock		1	1	swing3		30	30	dmg%		180	180	stupidity		1	1	skilltab	17	3	3	dur		50	50														0
Bloodtree Stump	152	100	1			0	1	56	33	q23	War Club		5	5000	dred							sock		2	2	tinkerflag2		25	35	crush		50	50	dmg%		180	220	res-all		20	20	str		25	25	skilltab	13	2	2	skill	Sword Mastery	3	3	dur		40	40														0
The Gavel of Pain	153	100	1			0	1	53	31	q24	Martel de Fer		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	Amplify Damage	5	1	gethit-skill	Iron Maiden	5	1	thorns		26	26	indestruct		1	1	dmg-norm		12	30	dmg%		130	160	charged	Amplify Damage	3	8														0
Bloodletter	154	100	1			0	1	38	25	q25	Gladius		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	dmg-norm		12	45	att		90	90	lifesteal		8	8	stamdrain		10	10	swing2		20	20	dmg%		140	140	skill	Sword Mastery	2	4	skill	Whirlwind	1	3	dur		30	30						0
Coldsteel Eye	155	100	1			0	1	39	25	q26	Cutlass		5	5000	dgry							sock		2	2	tinkerflag2		25	35	stupidity		1	1	slow		30	30	deadly		50	50	dur		50	50	dmg%		200	250	swing2		20	20	manasteal		6	6														0
Hexfire	156	100	1			0	1	41	23	q27	Shamshir		5	5000								sock		2	2	tinkerflag2		25	35	charged	Hydra	36	6	ignore-ac		1	1	res-fire		25	25	res-fire-max		10	10	dmg-norm		35	40	dmg%		140	160	fireskill		3	3														0
Blade of Ali Baba	157	100	1			0	1	43	35	q28	Tulwar		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	gold%/lvl	20			mag%/lvl	8			mana		15	15	dmg%		60	120	dex		5	15																						0
Ginther's Rift	158	100	1			0	1	45	25	q29	Dimensional Blade		5	5000	cblu							sock		2	2	tinkerflag2		25	35	red-mag		7	12	swing2		30	30	rep-dur	20			dur		40	40	dmg-mag		50	120	dmg%		100	150																		0
Headstriker	159	100	1			0	1	47	27	q30	Battle Sword		5	5000	bwht	bwht						sock		2	2	tinkerflag2		25	35	noheal		1	1	str		15	15	deadly/lvl	12			dmg/lvl	8			dmg%		150	150																						0
Plague Bearer	160	100	1			0	1	49	28	q31	Rune Sword		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	Poison Nova	5	4	dmg-pois	200	384	384	dmg-norm		10	45	dmg%		150	150	res-pois		45	45	skill	Rabies	5	5																		0
The Atlantian	161	100	1			0	1	50	29	q32	Ancient Sword		5	5000	lblu	lblu						sock		2	2	tinkerflag2		25	35	dur		100	100	ac		75	75	str		16	16	dex		12	12	vit		8	8	dmg%		200	250	pal		2	2	att%		50	50										0
Crainte Vomir	162	100	1			0	1	50	29	q33	Espadon		5	5000	lgld							sock		2	2	tinkerflag2		25	35	slow		35	35	dmg-ac		-70	-70	move2		20	20	red-dmg%		10	10	dmg%		160	200	swing3		50	50																		0
Bing Sz Wang	163	100	1			0	1	51	30	q34	Dacian Falx		5	5000								sock		2	2	tinkerflag2		25	35	ease		-30	-30	dmg-cold	75	50	140	str		20	20	freeze		2	2	hit-skill	ctcFrozen Orb	5	3	dmg%		130	160																		0
The Vile Husk	164	100	1			0	1	52	30	q35	Tusk Sword		5	5000	dgry	dgry						sock		2	2	tinkerflag2		25	35	hit-skill	Amplify Damage	6	1	dmg-und/lvl	60			res-pois		50	50	dmg-pois	150	426	426	dmg%		150	200	att-und/lvl	20																				0
Cloudcrack	165	100	1			0	1	53	31	q36	Gothic Sword		5	5000								sock		2	2	tinkerflag2		25	35	hit-skill	ctcFist of the Heavens	6	7	dmg-ltng		1	240	ac		30	30	light		2	2	res-ltng-max		10	10	dmg%		150	200	light-thorns		15	15	skilltab	10	2	2	skilltab	11	2	2						0
Todesfaelle Flamme	166	100	1			0	1	54	32	q37	Zweihander		5	5000								sock		2	2	tinkerflag2		25	35	dmg-fire		50	200	res-fire		40	40	abs-fire		10	10	att-skill	Fire Ball	10	6	dmg%		120	160	charged	Enchant	45	10	charged	Fire Wall	20	10														0
Swordguard	167	100	1			0	1	55	33	q38	Executioner Sword		5	5000	bwht	bwht						sock		2	2	tinkerflag2		25	35	ease		-50	-50	ac/lvl	40			res-all		10	20	ac-miss		100	100	dmg-to-mana		30	30	dmg%		170	180	ac-hth		200	200	balance2		20	20	block		20	20						0
Spineripper	168	100	1			0	1	40	22	q39	Poignard		5	5000								sock		2	2	tinkerflag2		25	35	ignore-ac		1	1	lifesteal		8	8	noheal		1	1	swing3		15	15	dex		10	10	dmg%		200	240	dmg-norm		15	27	nec		1	1										0
Heart Carver	169	100	1			0	1	44	25	q40	Rondel		5	5000								sock		2	2	tinkerflag2		25	35	deadly		35	35	ignore-ac		1	1	dmg-norm		15	35	dmg%		190	240	skill	Find Item	4	4	skill	Find Potion	4	4	skill	Howl	4	4														0
Blackbog's Sharp	170	100	1			0	1	46	26	q41	Cinquedeas		5	5000								sock		2	2	tinkerflag2		25	35	slow		50	50	ac		50	50	dmg-norm		15	45	swing3		30	30	dmg-pois	250	500	500	skill	Poison Dagger	5	5	skill	Poison Explosion	4	4	skill	Poison Nova	4	4										0
Stormspike	171	100	1			0	1	49	28	q42	Stilleto		5	5000	cblu	cblu						sock		2	2	tinkerflag2		25	35	dmg-ltng		1	120	light-thorns		20	20	gethit-skill	Charged Bolt	25	3	dmg%		150	150	res-ltng/lvl	8																								0
The Impaler	172	100	1			0	1	39	21	q43	War Spear		5	5000	lred	lred						sock		2	2	tinkerflag2		25	35	ignore-ac		1	1	att		150	150	swing2		20	20	openwounds		40	40	noheal		1	1	dmg%		140	170	skill	Impale	5	5	skill	Power Strike	3	3										0
Kelpie Snare	173	100	1			0	1	41	23	q44	Fuscina		5	5000								sock		2	2	tinkerflag2		25	35	slow		75	75	res-fire		50	50	hp/lvl	10			dmg-norm		30	50	str		10	10	dmg%		140	180																		0
Soulfeast Tine	174	100	1			0	1	43	25	q45	War Fork		5	5000	lyel	lyel						sock		2	2	tinkerflag2		25	35	ease		-20	-20	lifesteal		7	7	manasteal		7	7	stamdrain		20	20	dmg%		150	190	att		150	250	dur		15	15														0
Hone Sundan	175	100	1			0	1	45	31	q46	Yari		5	5000								sock		4	4	tinkerflag2		25	35	dmg-norm		20	40	crush		45	45	rep-dur	10			dmg%		160	200																										0
Spire of Honor	176	100	1			0	1	47	33	q47	Lance		5	5000	lgry	lgry						sock		2	2	tinkerflag2		25	35	att%		25	25	light		3	3	regen		20	20	balance2		20	20	dmg-norm		20	40	dmg-dem/lvl	12			dmg%		150	200	skilltab	9	3	3	ac%		25	25						0
The Meat Scraper	177	100	1			0	1	49	28	q48	Lochaber Axe		5	5000	dred	dred						sock		2	2	tinkerflag2		25	35	dmg%		150	200	swing2		30	30	lifesteal		10	10	openwounds		50	50	mag%		25	25	skilltab	13	3	3																		0
Blackleach Blade	178	100	1			0	1	50	29	q49	Bill		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	ease		-25	-25	hit-skill	Weaken	5	5	light		-2	-2	lifesteal		8	8	dmg/lvl	10			dmg%		100	140																		0
Athena's Wrath	179	100	1			0	1	50	29	q50	Battle Scythe		5	5000								sock		2	2	tinkerflag2		25	35	dru		1	3	dex		15	15	swing2		30	30	hp/lvl	8			dmg/lvl	8			dmg%		150	180																		0
Pierre Tombale Couant	180	100	1			0	1	51	30	q51	Partizan		5	5000	lgld	lgld						sock		2	2	tinkerflag2		25	35	deadly		55	55	bar		3	3	balance2		30	30	manasteal		6	6	dmg-norm		12	20	dmg%		160	220	att		100	200														0
Husoldal Evo	181	100	1			0	1	52	30	q52	Bec-de-Corbin		5	5000								sock		2	2	tinkerflag2		25	35	regen		20	20	att		200	250	noheal		1	1	dmg-norm		20	32	dmg%		160	200	swing2		20	20																		0
Grim's Burning Dead	182	100	1			0	1	52	31	q53	Grim Scythe		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	dmg-fire		131	232	res-fire		45	45	dmg%		140	180	thorns		8	8	ease		-50	-50	nec		3	3	reduce-ac		50	50	ac%		20	20	att		200	250						0
Razorswitch	183	100	1			0	1	36	21	q54	Jo Stalf		5	5000	lpur							sock		2	2	tinkerflag2		25	35	cast3		30	30	thorns		15	15	mana		175	175	hp		80	80	red-mag		15	15	res-all		50	50	allskills		1	1														0
Ribcracker	184	100	1			0	1	39	31	q55	Quarterstaff		5	5000	lblu	lblu						sock		2	2	tinkerflag2		25	35	dmg-norm		30	65	dmg%		200	300	crush		50	50	dex		15	15	ac		100	100	ac%		100	100	balance2		50	50	swing2		50	50	dur		100	100						0
Chromatic Ire	185	100	1			0	1	43	25	q56	Cedar Staff		5	5000								sock		2	2	tinkerflag2		25	35	sor		3	3	res-all		20	40	cast1		20	20	light-thorns		20	20	hp%		20	25	skill	Fire Mastery	1	1	skill	Cold Mastery	1	1	skill	Lightning Mastery	1	1										0
Warpspear	186	100	1			0	1	47	27	q57	Gothic Staff		5	5000	cblu	cblu						sock		2	2	tinkerflag2		25	35	sor		3	3	ignore-ac		1	1	skill	Energy Shield	3	3	skill	Teleport	3	3	skill	Telekinesis	3	3	ac-miss		250	250	*hit-skill	54	50	1	*gethit-skill	54	25	1										0
Skullcollector	187	100	1			0	1	49	28	q58	Rune Staff		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	mana%		20	20	mana-kill		20	20	allskills		2	2	mag%/lvl	8																												0
Skystrike	188	100	1			0	1	36	21	q59	Edge Bow		5	5000								sock		2	2	tinkerflag2		25	35	dmg-ltng		1	250	att		100	100	enr		10	10	swing3		30	30	dmg%		150	200	hit-skill	ctcMeteor	2	6	ama		1	1														0
Riphook	189	100	1			0	1	39	22	q60	Razor Bow		5	5000	cred	cred						sock		2	2	tinkerflag2		25	35	openwounds		30	30	dmg%		180	220	slow		30	30	mana		35	35	swing2		30	30	lifesteal		7	10																		0
Kuko Shakaku	190	100	1			0	1	41	23	q61	CedarBow		5	5000	lpur	lpur						sock		2	2	tinkerflag2		25	35	skill	Immolation Arrow	3	3	explosivearrow		7	7	dmg%		150	180	pierce		50	50	dmg-fire		40	180	skilltab	0	3	3																		0
Endlesshail	191	100	1			0	1	44	25	q62	Double Bow		5	5000								sock		2	2	tinkerflag2		25	35	res-cold		35	35	mana		40	40	ac-miss		50	50	skill	Strafe	3	5	dmg%		180	220	dmg-cold	75	15	30																		0
Whichwild String	192	100	1			0	1	47	33	q63	Short Siege Bow		5	5000	lblu	lblu						sock		3	3	tinkerflag2		25	35	hit-skill	Amplify Damage	2	5	res-all		40	40	deadly/lvl	8			dmg%		150	170	magicarrow		20	20																						0
Cliffkiller	193	100	1			0	1	49	28	q64	Long Siege Bow		5	5000	dgld							sock		2	2	tinkerflag2		25	35	ama		2	2	dmg%		190	230	ac-miss		80	80	knock		1	1	hp		50	50	dmg-min		5	10	dmg-max		20	30														0
Magewrath	194	100	1			0	1	51	30	q65	Rune Bow		5	5000	oran							sock		2	2	tinkerflag2		25	35	manasteal		15	15	red-mag		9	13	skill	Guided Arrow	3	3	att		200	250	dex		10	10	stupidity		1	1	dmg-norm		25	50	dmg%		120	150	ama		1	1						0
Godstrike Arch	195	100	1			0	1	54	32	q66	Gothic Bow		5	5000	lgry	lgry						sock		2	2	tinkerflag2		25	35	dmg%		200	250	att%		100	150	dmg-undead		100	200	dmg-demon		100	200	hit-skill	ctcFist of the Heavens	5	7	swing2		50	50	regen		12	12														0
Langer Briser	196	100	1			0	1	40	22	q67	Arbalest		5	5000								sock		2	2	tinkerflag2		25	35	knock		1	1	dmg%		170	200	mag%		30	60	hp		30	30	dmg-max		10	30	openwounds		33	33	dmg-ltng		1	212														0
Pus Spiter	197	100	1			0	1	44	25	q68	Siege Crossbow		5	5000	cgrn	cgrn						sock		2	2	tinkerflag2		25	35	dmg-pois	200	192	192	hit-skill	Lower Resist	4	1	nec		2	2	ease		-60	-60	gethit-skill	Poison Nova	9	6	swing2		10	10	dmg%		150	220	att/lvl	10												0
Buriza-Do Kyanon	198	100	1			0	1	59	41	q69	Balista		5	5000								sock		2	2	tinkerflag2		25	35	pierce		100	100	dex		35	35	ac		75	150	dmg/lvl	20			swing2		80	80	dmg%		150	200	freeze		3	3	dmg-cold	200	32	196										0
Demon Machine	199	100	1			0	1	57	34	q70	Chu-Ko-Nu		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	ac		321	321	mana		36	36	pierce		66	66	explosivearrow		6	6	dmg-max		66	66	dmg%		123	123	att		632	632														0
Armor																																																																							0
Peasent Crown	201	100	1			0	1	36	22	4ap	War Hat		3	5000	lgry							sock		2	2	tinkerflag2		25	35	enr		20	20	vit		20	20	allskills		1	1	move2		15	15	regen		6	12	ac%		100	100																		0
Rockstopper	202	100	1			0	1	39	25	4kp	Sallet		3	5000								sock		2	2	tinkerflag2		25	35	res-ltng		20	40	red-dmg%		10	10	balance2		30	30	ac%		160	220	res-fire		20	50	res-cold		20	40	vit		15	15														0
Stealskull	203	100	1			0	1	43	25	4lm	Casque		3	5000								sock		2	2	tinkerflag2		25	35	manasteal		5	5	lifesteal		5	5	balance2		10	10	swing2		10	10	ac%		200	240	mag%		30	50																		0
Darksight Helm	204	100	1			0	1	46	26	4hl	Basinet		3	5000	blac	blac						sock		2	2	tinkerflag2		25	35	light		-4	-4	ac/lvl	16			nofreeze		1	1	manasteal		5	5	gethit-skill	Dim Vision	6	3	charged	Cloak of Shadows	30	5	res-fire		20	40														0
Valkiry Wing	205	100	1			0	1	52	30	4hm	Winged Helm		3	5000	lgld							sock		2	2	tinkerflag2		25	35	ac%		150	200	move2		20	20	balance2		20	20	ama		1	2	mana-kill		2	4																						0
Crown of Thieves	206	100	1			0	1	57	34	4rn	Grand Crown		3	5000	dgld	dgld						sock		2	2	tinkerflag2		25	35	dex		25	25	lifesteal		9	12	hp		50	50	mana		35	35	res-fire		33	33	ac%		160	200	gold%		80	100														0
Blackhorn's Face	207	100	1			0	1	49	28	4sk	Death Mask		3	5000	blac	blac						sock		2	2	tinkerflag2		25	35	light-thorns		25	25	slow		20	20	noheal		1	1	abs-ltng		20	20	res-ltng		15	15	ac%		180	220																		0
Vampiregaze	208	100	1			0	1	49	41	4h9	Grim Helm		3	5000	cgrn	cgrn						sock		2	2	tinkerflag2		25	35	manasteal		6	8	lifesteal		6	8	stamdrain		15	15	red-dmg%		15	20	red-mag		10	15	ac%		100	100	dmg-cold	100	6	22														0
The Spirit Shroud	209	100	1			0	1	36	24	4ui	Ghost Armor		3	5000								sock		2	2	tinkerflag2		25	35	nofreeze		1	1	allskills		1	1	red-mag		7	11	regen		10	10	ac%		150	150																						0
Skin of the Vipermagi	210	100	1			0	1	37	29	4ea	SerpentSkin Armor		3	5000	dblu	dblu						sock		2	2	tinkerflag2		25	35	ac%		120	120	res-all		20	35	cast3		30	30	red-mag		9	13	allskills		1	1																						0
Skin of the Flayerd One	211	100	1			0	1	39	25	4la	Demonhide Armor		3	5000	lred	lred						sock		2	2	tinkerflag2		25	35	rep-dur	10			regen		15	25	dur		30	30	lifesteal		5	7	ac%		150	190	thorns		15	15																		0
Ironpelt	212	100	1			0	1	41	25	4tu	Tresllised Armor		3	5000	dgry	dgry						sock		2	2	tinkerflag2		25	35	dur		125	125	hp		25	25	red-mag		10	16	red-dmg		15	20	ac/lvl	24			ac%		50	100																		0
Spiritforge	213	100	1			0	1	43	25	4ng	Linked Mail		3	5000								sock		3	3	tinkerflag2		25	35	light		4	4	hp/lvl	10			dmg-fire		20	65	res-fire		5	5	ac%		120	160	str		15	15																		0
Crow Caw	214	100	1			0	1	45	25	4cl	Tigulated Mail		3	5000								sock		2	2	tinkerflag2		25	35	openwounds		35	35	ac%		150	180	dex		15	15	balance2		15	15	swing2		15	15	*charged	221	3	5																		0
Shaftstop	215	100	1			0	1	46	38	4hn	Mesh Armor		3	5000	dgry							sock		2	2	tinkerflag2		25	35	ac-miss		250	250	red-dmg%		30	30	hp		60	60	ac%		180	220																										0
Duriel's Shell	216	100	1			0	1	49	34	4rs	Cuirass		3	5000	oran	oran						sock		2	2	tinkerflag2		25	35	str		15	15	ac/lvl	10			hp/lvl	8			ac%		160	200	res-fire		20	20	res-ltng		20	20	res-pois		20	20	res-cold		50	50	nofreeze		1	1	dur		100	100		0
Skullder's Ire	217	100	1			0	1	50	35	4pl	Russet Armor		3	5000								sock		2	2	tinkerflag2		25	35	allskills		1	1	mag%/lvl	10			ac%		160	200	dur		60	60	red-mag		10	10	rep-dur	20			*vit		-10	-10	*enr		-10	-10										0
